FrcRobotBase.FirstSteamWorks_Info: Sun Apr 02 14:33:34 PDT 2017: ***** Starting autonomous *****
FrcRobotBase.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
FrcRobotBase.CmdSideGearLift_Info: delay=0.000, alliance=RED_ALLIANCE, rightSide=false, forwardDist=85.0, liftAngle=60.0, backupDist=8.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
FrcRobotBase.Vision_Info: Front pixy is enabled!
FrcRobotBase.Robot_Info: [0.186]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=13.0(13.1)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.211s)

FrcRobotBase.Robot_Info: [0.211] MOVE_FORWARD_ON_SIDE: xPos= -0.01,yPos=  0.00,heading=   0.1/   0.0,volts=13.0(13.0)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=13.0 (13.0)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  63.8, Error=  21.2, PIDTerms= 0.741/ 0.000/-0.659/ 0.000, Output= 0.083(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.001/ 0.000/ 0.000/ 0.000, Output= 0.001(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.005/ 0.000/-0.000/-0.000, Output= 0.005(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  65.9, Error=  19.1, PIDTerms= 0.669/ 0.000/-0.383/ 0.000, Output= 0.286(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.001/ 0.000/ 0.001/ 0.000, Output= 0.002(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.025/ 0.000/ 0.000/-0.000, Output= 0.025(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  69.6, Error=  15.4, PIDTerms= 0.538/ 0.000/-0.790/ 0.000, Output=-0.251(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.003/ 0.000/-0.008/ 0.000, Output=-0.011(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.1, Error=  -0.2, PIDTerms=-0.023/ 0.000/-0.000/-0.000, Output=-0.023(-0.500/0.500), Volt=11.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  71.4, Error=  13.6, PIDTerms= 0.478/ 0.000/-0.392/ 0.000, Output= 0.085(-0.500/0.500), Volt=11.7 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.018/ 0.000/-0.034/ 0.000, Output=-0.052(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.018/ 0.000/ 0.000/-0.000, Output=-0.018(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  73.7, Error=  11.3, PIDTerms= 0.397/ 0.000/-0.488/ 0.000, Output=-0.091(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.036/ 0.000/-0.037/ 0.000, Output=-0.073(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.0, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/-0.000, Output=-0.001(-0.500/0.500), Volt=12.5 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  75.1, Error=   9.9, PIDTerms= 0.345/ 0.000/-0.387/ 0.000, Output=-0.042(-0.500/0.500), Volt=12.5 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.047/ 0.000/-0.028/ 0.000, Output=-0.075(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.005/ 0.000/ 0.000/-0.000, Output= 0.005(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  76.0, Error=   9.0, PIDTerms= 0.314/ 0.000/-0.190/ 0.000, Output= 0.124(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.052/ 0.000/-0.010/ 0.000, Output=-0.062(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.011/ 0.000/ 0.000/-0.000, Output= 0.011(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  77.6, Error=   7.4, PIDTerms= 0.258/ 0.000/-0.326/ 0.000, Output=-0.067(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.042/ 0.000/ 0.020/ 0.000, Output=-0.021(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.029/ 0.000/ 0.000/-0.000, Output= 0.029(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  78.9, Error=   6.1, PIDTerms= 0.213/ 0.000/-0.307/ 0.000, Output=-0.094(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.012/ 0.000/ 0.066/ 0.000, Output= 0.054(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.003/ 0.000/-0.000/-0.000, Output= 0.003(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  79.8, Error=   5.2, PIDTerms= 0.180/ 0.000/-0.234/ 0.000, Output=-0.054(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.007/ 0.000/ 0.046/ 0.000, Output= 0.052(-0.500/0.500), Volt=12.6 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output=-0.002(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  81.0, Error=   4.0, PIDTerms= 0.141/ 0.000/-0.237/ 0.000, Output=-0.096(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.025/ 0.000/ 0.038/ 0.000, Output= 0.063(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.001/ 0.000/ 0.000/-0.000, Output= 0.001(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  81.9, Error=   3.1, PIDTerms= 0.110/ 0.000/-0.203/ 0.000, Output=-0.094(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.027/ 0.000/ 0.003/ 0.000, Output= 0.030(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output=-0.002(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  82.4, Error=   2.6, PIDTerms= 0.092/ 0.000/-0.138/ 0.000, Output=-0.046(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.007/ 0.000/-0.053/ 0.000, Output=-0.047(-0.500/0.500), Volt=12.7 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.009/ 0.000/ 0.000/-0.000, Output= 0.009(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  83.0, Error=   2.0, PIDTerms= 0.072/ 0.000/-0.102/ 0.000, Output=-0.030(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.018/ 0.000/-0.041/ 0.000, Output=-0.059(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.019/ 0.000/ 0.000/-0.000, Output= 0.019(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  83.5, Error=   1.5, PIDTerms= 0.052/ 0.000/-0.150/ 0.000, Output=-0.098(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.057/ 0.000/-0.099/ 0.000, Output=-0.156(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.025/ 0.000/ 0.000/-0.000, Output= 0.025(-0.500/0.500), Volt=12.5 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  83.9, Error=   1.1, PIDTerms= 0.039/ 0.000/-0.088/ 0.000, Output=-0.049(-0.500/0.500), Volt=12.5 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   1.0, Error=  -1.0, PIDTerms=-0.065/ 0.000/-0.018/ 0.000, Output=-0.083(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.020/ 0.000/-0.000/-0.000, Output= 0.020(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  84.1, Error=   0.9, PIDTerms= 0.033/ 0.000/-0.037/ 0.000, Output=-0.004(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.058/ 0.000/ 0.014/ 0.000, Output=-0.045(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.011/ 0.000/-0.000/-0.000, Output= 0.011(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  84.2, Error=   0.8, PIDTerms= 0.027/ 0.000/-0.044/ 0.000, Output=-0.017(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.025/ 0.000/ 0.086/ 0.000, Output= 0.060(-0.500/0.500), Volt=12.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.1, Error=   0.0, PIDTerms= 0.007/ 0.000/-0.000/-0.000, Output= 0.007(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  84.3, Error=   0.7, PIDTerms= 0.025/ 0.000/-0.018/ 0.000, Output= 0.006(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.056/ 0.000, Output= 0.055(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.001/ 0.000/-0.000/-0.000, Output= 0.001(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  84.4, Error=   0.6, PIDTerms= 0.022/ 0.000/-0.019/ 0.000, Output= 0.002(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.008/ 0.000/ 0.019/ 0.000, Output= 0.027(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  84.4, Error=   0.6, PIDTerms= 0.020/ 0.000/-0.010/ 0.000, Output= 0.010(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.003/ 0.000/-0.013/ 0.000, Output=-0.010(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.Robot_Info: [2.189] INITIAL_TURN_TOWARDS_AIRSHIP: xPos= -0.01,yPos= 84.53,heading=   0.2/  60.0,volts=12.9(11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   0.2, Error=  59.8, PIDTerms=-0.011/ 0.000/-0.031/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.9 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.052s)

FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.7 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   0.2, Error=  59.8, PIDTerms= 3.884/ 0.000/ 0.000/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.4 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.4 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   0.3, Error=  59.7, PIDTerms= 3.881/ 0.000/-0.006/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.3 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.3 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   0.3, Error=  59.7, PIDTerms= 3.880/ 0.000/-0.003/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.2 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.5 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.5 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   0.8, Error=  59.2, PIDTerms= 3.851/ 0.000/-0.059/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.6 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.6 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   3.0, Error=  57.0, PIDTerms= 3.706/ 0.000/-0.419/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   4.0, Error=  56.0, PIDTerms= 3.637/ 0.000/-0.193/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.7 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.7 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   6.5, Error=  53.5, PIDTerms= 3.478/ 0.000/-0.503/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=   9.4, Error=  50.6, PIDTerms= 3.290/ 0.000/-0.525/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  12.7, Error=  47.3, PIDTerms= 3.073/ 0.000/-0.722/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  14.5, Error=  45.5, PIDTerms= 2.957/ 0.000/-0.289/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  18.4, Error=  41.6, PIDTerms= 2.707/ 0.000/-0.676/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.9 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  22.5, Error=  37.5, PIDTerms= 2.438/ 0.000/-0.544/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  29.1, Error=  30.9, PIDTerms= 2.008/ 0.000/-0.978/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  33.8, Error=  26.2, PIDTerms= 1.704/ 0.000/-0.652/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  38.6, Error=  21.4, PIDTerms= 1.390/ 0.000/-0.644/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.2 (11.2)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.2 (11.2)
